,sample,Variable,First Order Effect
0,complete,X1_X2,0.7999282638273798
1,complete,X1_X2,0.7993704059910562
2,complete,X1_X2,0.7996858022075257
3,complete,X1_X2,0.7970373622835816
4,complete,X1_X2,0.7947325583845336
5,complete,X1_X2,0.7981817421257658
6,complete,X1_X2,0.7971808151049404
7,complete,X1_X2,0.802915413413323
8,complete,X1_X2,0.7972699077084133
9,complete,X1_X2,0.7972579433023328
10,complete,X1_X2,0.8033087008532067
11,complete,X1_X2,0.7990209702674935
12,complete,X1_X2,0.8050857361398686
13,complete,X1_X2,0.7988234872547177
14,complete,X1_X2,0.8027236617038687
15,complete,X1_X2,0.7960538997790079
16,complete,X1_X2,0.7932193063752966
17,complete,X1_X2,0.79683130482162
18,complete,X1_X2,0.7970142135240408
19,complete,X1_X2,0.7980599860532644
20,complete,X1_X2,0.7980691434241916
21,complete,X1_X2,0.7985322975339493
22,complete,X1_X2,0.788903948688077
23,complete,X1_X2,0.8000565530169914
24,complete,X1_X2,0.795543847023
25,complete,X1_X2,0.804689382004879
26,complete,X1_X2,0.7950252866828122
27,complete,X1_X2,0.7951116205538532
28,complete,X1_X2,0.8002803959899251
29,complete,X1_X2,0.807140444587029
30,complete,X1_X2,0.8004170853407919
31,complete,X1_X2,0.7953802393559086
32,complete,X1_X2,0.8049492480994817
33,complete,X1_X2,0.8034881851222502
34,complete,X1_X2,0.8045390598811749
35,complete,X1_X2,0.8051212828924962
36,complete,X1_X2,0.8038228196064273
37,complete,X1_X2,0.7970042097034842
38,complete,X1_X2,0.8017146275647604
39,complete,X1_X2,0.7943215858249066
40,complete,X1_X2,0.7955094779575593
41,complete,X1_X2,0.811650851667002
42,complete,X1_X2,0.8000953252811278
43,complete,X1_X2,0.7954482897685141
44,complete,X1_X2,0.798042724530507
45,complete,X1_X2,0.7915125415859438
46,complete,X1_X2,0.8019798164252459
47,complete,X1_X2,0.8108163278825843
48,complete,X1_X2,0.7980777980824558
49,complete,X1_X2,0.8013270892688341
50,complete,X1_X2,0.7988721498544112
51,complete,X1_X2,0.7950489922588615
52,complete,X1_X2,0.7960721507616507
53,complete,X1_X2,0.7986501496625634
54,complete,X1_X2,0.7993171429731523
55,complete,X1_X2,0.8075750785441267
56,complete,X1_X2,0.8062786613147646
57,complete,X1_X2,0.8035607386760553
58,complete,X1_X2,0.7972713956400663
59,complete,X1_X2,0.8034809568338437
60,complete,X1_X2,0.7915477929529
61,complete,X1_X2,0.7986249692291112
62,complete,X1_X2,0.8004893540098893
63,complete,X1_X2,0.8034131395290414
64,complete,X1_X2,0.7914731921081759
65,complete,X1_X2,0.7976946300567687
66,complete,X1_X2,0.8040652434167769
67,complete,X1_X2,0.7988189857714839
68,complete,X1_X2,0.7968312462625147
69,complete,X1_X2,0.8068529742085291
70,complete,X1_X2,0.7962693434224543
71,complete,X1_X2,0.7961373710122762
72,complete,X1_X2,0.8014831353641516
73,complete,X1_X2,0.7912316296752331
74,complete,X1_X2,0.7935150217689051
75,complete,X1_X2,0.8028054924448736
76,complete,X1_X2,0.7899710685577286
77,complete,X1_X2,0.8048503729682893
78,complete,X1_X2,0.7979056789032811
79,complete,X1_X2,0.7983835938904148
80,complete,X1_X2,0.7937279584395592
81,complete,X1_X2,0.8031204121559342
82,complete,X1_X2,0.7999239667591006
83,complete,X1_X2,0.8034684022514073
84,complete,X1_X2,0.794272514561229
85,complete,X1_X2,0.8002057431391392
86,complete,X1_X2,0.7987327202448664
87,complete,X1_X2,0.7960368652988904
88,complete,X1_X2,0.7908677364224439
89,complete,X1_X2,0.7975716306899282
90,complete,X1_X2,0.801081305029056
91,complete,X1_X2,0.7966593502477967
92,complete,X1_X2,0.7959485087018883
93,complete,X1_X2,0.7994850338719197
94,complete,X1_X2,0.8056253707441412
95,complete,X1_X2,0.8023719466942529
96,complete,X1_X2,0.80420698361097
97,complete,X1_X2,0.7995376900223616
98,complete,X1_X2,0.8047637755259808
99,complete,X1_X2,0.8052958536388404
100,complete,X1_X2,0.8100809592631366
101,complete,X1_X2,0.7977345225762359
102,complete,X1_X2,0.7984479333430226
103,complete,X1_X2,0.7928615008040116
104,complete,X1_X2,0.7934656745712095
105,complete,X1_X2,0.7960898794340769
106,complete,X1_X2,0.8108306606527576
107,complete,X1_X2,0.800895633747095
108,complete,X1_X2,0.8036826784435338
109,complete,X1_X2,0.8008515267863101
110,complete,X1_X2,0.8037201134270878
111,complete,X1_X2,0.7991375267644184
112,complete,X1_X2,0.7990144633581368
113,complete,X1_X2,0.7988834572249671
114,complete,X1_X2,0.7886897387288064
115,complete,X1_X2,0.8015814007707192
116,complete,X1_X2,0.7963279672549461
117,complete,X1_X2,0.805782431503051
118,complete,X1_X2,0.7894819320547326
119,complete,X1_X2,0.8004745841819151
120,complete,X1_X2,0.8064219858861056
121,complete,X1_X2,0.7987285670685881
122,complete,X1_X2,0.795205286874642
123,complete,X1_X2,0.8016295781833872
124,complete,X1_X2,0.801952263658157
125,complete,X1_X2,0.7986419590945414
126,complete,X1_X2,0.8034601921920019
127,complete,X1_X2,0.8054847965713029
128,complete,X1_X2,0.8040108245139399
129,complete,X1_X2,0.7957984774653705
130,complete,X1_X2,0.8019685469109715
131,complete,X1_X2,0.8045763286446204
132,complete,X1_X2,0.7992840780059073
133,complete,X1_X2,0.8037782852739633
134,complete,X1_X2,0.8037166931112874
135,complete,X1_X2,0.7983574728963239
136,complete,X1_X2,0.8017640430151697
137,complete,X1_X2,0.7999826054409054
138,complete,X1_X2,0.8026478455202557
139,complete,X1_X2,0.8053244036183169
140,complete,X1_X2,0.8029859443347568
141,complete,X1_X2,0.8060505417077273
142,complete,X1_X2,0.8043478681049507
143,complete,X1_X2,0.8020214814196461
144,complete,X1_X2,0.7958571236288238
145,complete,X1_X2,0.7928507827890178
146,complete,X1_X2,0.7955479616306419
147,complete,X1_X2,0.8026245727270718
148,complete,X1_X2,0.7978965162933692
149,complete,X1_X2,0.8011462016943294
150,complete,X1_X2,0.8011165276066412
151,complete,X1_X2,0.804354698645972
152,complete,X1_X2,0.8042391589136925
153,complete,X1_X2,0.79627027493456
154,complete,X1_X2,0.8003320658185518
155,complete,X1_X2,0.7981498237521854
156,complete,X1_X2,0.8018525726532753
157,complete,X1_X2,0.7998706740727355
158,complete,X1_X2,0.8021713516066971
159,complete,X1_X2,0.7997194399477336
160,complete,X1_X2,0.8048674942936858
161,complete,X1_X2,0.794942628357743
162,complete,X1_X2,0.7956345906182106
163,complete,X1_X2,0.8036494562976289
164,complete,X1_X2,0.8035009537556991
165,complete,X1_X2,0.79804073905335
166,complete,X1_X2,0.792434115692881
167,complete,X1_X2,0.7928803169164089
168,complete,X1_X2,0.8018623896242696
169,complete,X1_X2,0.7906513422440876
170,complete,X1_X2,0.8023361006431877
171,complete,X1_X2,0.7999033328383034
172,complete,X1_X2,0.7923256327603335
173,complete,X1_X2,0.8012834367559428
174,complete,X1_X2,0.7975506697633502
175,complete,X1_X2,0.7917384151352607
176,complete,X1_X2,0.8004142593387022
177,complete,X1_X2,0.7952958803134504
178,complete,X1_X2,0.7967201836260427
179,complete,X1_X2,0.8006715824344492
180,complete,X1_X2,0.8047045522352226
181,complete,X1_X2,0.8016182836577437
182,complete,X1_X2,0.7961927371448219
183,complete,X1_X2,0.8026088222409731
184,complete,X1_X2,0.8006389910957583
185,complete,X1_X2,0.79923250602777
186,complete,X1_X2,0.8063410774892931
187,complete,X1_X2,0.8002119390736075
188,complete,X1_X2,0.8053836528709256
189,complete,X1_X2,0.7950643072520484
190,complete,X1_X2,0.8062872534316778
191,complete,X1_X2,0.8031878301807456
192,complete,X1_X2,0.8018711570114572
193,complete,X1_X2,0.8052034948260874
194,complete,X1_X2,0.7999211032409309
195,complete,X1_X2,0.7907072302317099
196,complete,X1_X2,0.7987215683770046
197,complete,X1_X2,0.8020335840041126
198,complete,X1_X2,0.8012230041997562
199,complete,X1_X2,0.8026239162024428
200,complete,X1_X2,0.8055710880657686
201,complete,X1_X2,0.8004433561295052
202,complete,X1_X2,0.7966484993183044
203,complete,X1_X2,0.803453053750041
204,complete,X1_X2,0.80741555396998
205,complete,X1_X2,0.7949620438138076
206,complete,X1_X2,0.8001636786661263
207,complete,X1_X2,0.7959479254163618
208,complete,X1_X2,0.7991122684142711
209,complete,X1_X2,0.8040166903490187
210,complete,X1_X2,0.7993684081556276
211,complete,X1_X2,0.8053268992735461
212,complete,X1_X2,0.8013071189930507
213,complete,X1_X2,0.7936975462577822
214,complete,X1_X2,0.7963026656476814
215,complete,X1_X2,0.8017700355341145
216,complete,X1_X2,0.7982942593203526
217,complete,X1_X2,0.7988974483231468
218,complete,X1_X2,0.7935969541054204
219,complete,X1_X2,0.8017164847428244
220,complete,X1_X2,0.8044694239596135
221,complete,X1_X2,0.7983615617821369
222,complete,X1_X2,0.8026144802589701
223,complete,X1_X2,0.8010192408158182
224,complete,X1_X2,0.8016649991909693
225,complete,X1_X2,0.801638645816184
226,complete,X1_X2,0.8014544306311672
227,complete,X1_X2,0.7963639424670228
228,complete,X1_X2,0.8020117624446963
229,complete,X1_X2,0.7996803705722242
230,complete,X1_X2,0.8141672424894927
231,complete,X1_X2,0.8052438213693708
232,complete,X1_X2,0.7913408327252877
233,complete,X1_X2,0.8018518456406143
234,complete,X1_X2,0.7988072143684808
235,complete,X1_X2,0.7929261288338324
236,complete,X1_X2,0.7994298866438806
237,complete,X1_X2,0.8059767519583467
238,complete,X1_X2,0.7839471473282498
239,complete,X1_X2,0.7987070378293831
240,complete,X1_X2,0.7969952114936887
241,complete,X1_X2,0.8065038013960091
242,complete,X1_X2,0.800610124092949
243,complete,X1_X2,0.8021419006336795
244,complete,X1_X2,0.8011044257015375
245,complete,X1_X2,0.7984230317601168
246,complete,X1_X2,0.7922323164273765
247,complete,X1_X2,0.7914684116487866
248,complete,X1_X2,0.8045069815355259
249,complete,X1_X2,0.8007951966688664
250,complete,X1_X2,0.8054887090752072
251,complete,X1_X2,0.7988474796978121
252,complete,X1_X2,0.8045909696639174
253,complete,X1_X2,0.7937972152081515
254,complete,X1_X2,0.8043577491463959
255,complete,X1_X2,0.8103465446274776
256,complete,X1_X2,0.7990826042976319
257,complete,X1_X2,0.7956468208656574
258,complete,X1_X2,0.7970061285215316
259,complete,X1_X2,0.7974092386225525
260,complete,X1_X2,0.7973336060372084
261,complete,X1_X2,0.7964989342633249
262,complete,X1_X2,0.8055752118332691
263,complete,X1_X2,0.7976750817410917
264,complete,X1_X2,0.8024575651086525
265,complete,X1_X2,0.807067488147726
266,complete,X1_X2,0.7944705677721352
267,complete,X1_X2,0.8050133621838945
268,complete,X1_X2,0.8097891505051228
269,complete,X1_X2,0.7981053818844781
270,complete,X1_X2,0.8002575353318159
271,complete,X1_X2,0.7943997509414353
272,complete,X1_X2,0.8012708036725864
273,complete,X1_X2,0.7933543860312002
274,complete,X1_X2,0.8049293827117977
275,complete,X1_X2,0.7968717287436478
276,complete,X1_X2,0.7972413620632088
277,complete,X1_X2,0.7976419668054341
278,complete,X1_X2,0.8049890157930453
279,complete,X1_X2,0.8060505396943507
280,complete,X1_X2,0.7951577694775841
281,complete,X1_X2,0.7963549969203355
282,complete,X1_X2,0.7983220441733558
283,complete,X1_X2,0.8035710690804656
284,complete,X1_X2,0.7972649268009309
285,complete,X1_X2,0.8033776832700749
286,complete,X1_X2,0.8027613059619677
287,complete,X1_X2,0.8000595031175564
288,complete,X1_X2,0.8052674504392162
289,complete,X1_X2,0.7993927512721565
290,complete,X1_X2,0.8012002860762836
291,complete,X1_X2,0.8050998213303495
292,complete,X1_X2,0.8076708346933814
293,complete,X1_X2,0.7947616013835245
294,complete,X1_X2,0.7977799375448688
295,complete,X1_X2,0.7989566344395234
296,complete,X1_X2,0.7951217648132568
297,complete,X1_X2,0.7945835599489638
298,complete,X1_X2,0.7918952322958864
299,complete,X1_X2,0.8003097626024455
300,complete,X1_X2,0.8059204236767062
301,complete,X1_X2,0.8108232417718367
302,complete,X1_X2,0.7942820214140556
303,complete,X1_X2,0.7961841194061386
304,complete,X1_X2,0.7963781044533402
305,complete,X1_X2,0.810666632998165
306,complete,X1_X2,0.7986604843785701
307,complete,X1_X2,0.7928320588521802
308,complete,X1_X2,0.7991751768287872
309,complete,X1_X2,0.8023368382507843
310,complete,X1_X2,0.7994943783314069
311,complete,X1_X2,0.8017570412425586
312,complete,X1_X2,0.7980057841773024
313,complete,X1_X2,0.7982995972988399
314,complete,X1_X2,0.8037913449837292
315,complete,X1_X2,0.8082026036717318
316,complete,X1_X2,0.7958516435312386
317,complete,X1_X2,0.8053832361215344
318,complete,X1_X2,0.7989060235086444
319,complete,X1_X2,0.8018816885346944
320,complete,X1_X2,0.8088050952637722
321,complete,X1_X2,0.7973457136328523
322,complete,X1_X2,0.7993169629368478
323,complete,X1_X2,0.8045120417532388
324,complete,X1_X2,0.8070112662804058
325,complete,X1_X2,0.8015985648475477
326,complete,X1_X2,0.8053825611565019
327,complete,X1_X2,0.7999517150080441
328,complete,X1_X2,0.803128731378859
329,complete,X1_X2,0.8030641020541379
330,complete,X1_X2,0.8020968652884163
331,complete,X1_X2,0.7961633640126452
332,complete,X1_X2,0.8108642075908151
333,complete,X1_X2,0.796821680401516
334,complete,X1_X2,0.8018365468939938
335,complete,X1_X2,0.8022508267548454
336,complete,X1_X2,0.7976313317130641
337,complete,X1_X2,0.7990880860610063
338,complete,X1_X2,0.797877643275454
339,complete,X1_X2,0.797505396520557
340,complete,X1_X2,0.8081586552137036
