,sample,Variable,First Order Effect
0,complete,X1,0.30398170764032634
1,complete,X1,0.305830565051699
2,complete,X1,0.3014689449243243
3,complete,X1,0.3072265109474236
4,complete,X1,0.31785493896710726
5,complete,X1,0.28517817694090264
6,complete,X1,0.2827187227126766
7,complete,X1,0.2861580269809412
8,complete,X1,0.2996569391247158
9,complete,X1,0.3093942145091481
10,complete,X1,0.2988800552405957
11,complete,X1,0.2788405591835054
12,complete,X1,0.2899140770774372
13,complete,X1,0.293771824066366
14,complete,X1,0.2927575617350533
15,complete,X1,0.31446627244160846
16,complete,X1,0.29715444724411005
17,complete,X1,0.3148656219897552
18,complete,X1,0.28341831450802474
19,complete,X1,0.29019164757930743
20,complete,X1,0.3064418657378334
21,complete,X1,0.30044598237972553
22,complete,X1,0.30442121552490065
23,complete,X1,0.3078845096537214
24,complete,X1,0.3010457567468883
25,complete,X1,0.30690368322315165
26,complete,X1,0.298325084815584
27,complete,X1,0.2965193171204041
28,complete,X1,0.29730925055363494
29,complete,X1,0.29281759810383173
30,complete,X1,0.2996872036802673
31,complete,X1,0.3079843364579598
32,complete,X1,0.29679306105602316
33,complete,X1,0.29036684459469947
34,complete,X1,0.2882908488939299
35,complete,X1,0.30019552312163117
36,complete,X1,0.31056248318110274
37,complete,X1,0.2892142162551699
38,complete,X1,0.289152139962979
39,complete,X1,0.31233032178679077
40,complete,X1,0.28286990874745593
41,complete,X1,0.3006824692953009
42,complete,X1,0.2894524265555752
43,complete,X1,0.29741094393023415
44,complete,X1,0.2979521916372939
45,complete,X1,0.2866660094915683
46,complete,X1,0.28697231772952797
47,complete,X1,0.2960792460318882
48,complete,X1,0.2948325036893317
49,complete,X1,0.2942507301605022
50,complete,X1,0.2998878282794479
51,complete,X1,0.2978074159703766
52,complete,X1,0.287229516997441
53,complete,X1,0.2819965687978291
54,complete,X1,0.28551867020975413
55,complete,X1,0.27521285408502627
56,complete,X1,0.29255698476415803
57,complete,X1,0.2920115975714657
58,complete,X1,0.29290750563169277
59,complete,X1,0.30469467714518583
60,complete,X1,0.2965109492684133
61,complete,X1,0.28680686631702795
62,complete,X1,0.32303941862335556
63,complete,X1,0.30538598709232423
64,complete,X1,0.29989335842573545
65,complete,X1,0.29118635131596465
66,complete,X1,0.2834078687204797
67,complete,X1,0.30948732059540895
68,complete,X1,0.3072748569425563
69,complete,X1,0.302606617165516
70,complete,X1,0.2973758650578045
71,complete,X1,0.2882726298519388
72,complete,X1,0.2949166114641852
73,complete,X1,0.30242727286347093
74,complete,X1,0.2951069543742731
75,complete,X1,0.30722718018079614
76,complete,X1,0.3023625826633648
77,complete,X1,0.3123524984048316
78,complete,X1,0.3093592544122049
79,complete,X1,0.2877909251056561
80,complete,X1,0.28198549727680583
81,complete,X1,0.2934908842353707
82,complete,X1,0.3053186268982881
83,complete,X1,0.3003880374279664
84,complete,X1,0.2781477923386499
85,complete,X1,0.30463970419920033
86,complete,X1,0.2891736996630609
87,complete,X1,0.31036578427023476
88,complete,X1,0.31644724971577554
89,complete,X1,0.3064019714801842
90,complete,X1,0.29906208052893096
91,complete,X1,0.30757389434030685
92,complete,X1,0.3028998017234866
93,complete,X1,0.3035671200391556
94,complete,X1,0.30188601143150723
95,complete,X1,0.28640874190362914
96,complete,X1,0.284673163837342
97,complete,X1,0.2998803620532963
98,complete,X1,0.2896972231468425
99,complete,X1,0.29824842651396416
100,complete,X1,0.2925395917331602
101,complete,X1,0.3008361164883664
102,complete,X1,0.2881989108016834
103,complete,X1,0.3051012179080309
104,complete,X1,0.2892216004225583
105,complete,X1,0.29153106101223525
106,complete,X1,0.3120781717495752
107,complete,X1,0.3115500522720945
108,complete,X1,0.30246652543403113
109,complete,X1,0.30430118211273366
110,complete,X1,0.29391709767264174
111,complete,X1,0.30335659195681275
112,complete,X1,0.26509660057914086
113,complete,X1,0.3249056836814719
114,complete,X1,0.3055586435980362
115,complete,X1,0.3105897791273703
116,complete,X1,0.28903431135379043
117,complete,X1,0.3120733752939231
118,complete,X1,0.30167879219909494
119,complete,X1,0.28605617106166853
120,complete,X1,0.28933260236666486
121,complete,X1,0.3145661600507635
122,complete,X1,0.28169792791828857
123,complete,X1,0.26498571545228883
124,complete,X1,0.303946766559879
125,complete,X1,0.30983329249775443
126,complete,X1,0.27226742212176613
127,complete,X1,0.2932906793170932
128,complete,X1,0.28568022698269674
129,complete,X1,0.2646996789175649
130,complete,X1,0.2988896016827339
131,complete,X1,0.3006149985947697
132,complete,X1,0.3001651369967351
133,complete,X1,0.295008930386228
134,complete,X1,0.2881297799596304
135,complete,X1,0.2890689254039116
136,complete,X1,0.30419707481959
137,complete,X1,0.2941844672365576
138,complete,X1,0.3009984463043397
139,complete,X1,0.31346304383393186
140,complete,X1,0.29739929054867553
141,complete,X1,0.28271129279382873
142,complete,X1,0.3058806475806831
143,complete,X1,0.2814723508814283
144,complete,X1,0.2997707728051631
145,complete,X1,0.2939071426543475
146,complete,X1,0.30811370123790455
147,complete,X1,0.2954276977523102
148,complete,X1,0.29193934536795324
149,complete,X1,0.2889048238406355
150,complete,X1,0.2900679975069184
151,complete,X1,0.28494530407572616
152,complete,X1,0.29555873126256954
153,complete,X1,0.2855267073094376
154,complete,X1,0.2962065390047839
155,complete,X1,0.28755311310592896
156,complete,X1,0.3164670271099347
157,complete,X1,0.3102612616420388
158,complete,X1,0.27093532621019006
159,complete,X1,0.2938587054378413
160,complete,X1,0.29910736339581223
161,complete,X1,0.3091053975159019
162,complete,X1,0.29082454202093827
163,complete,X1,0.31852750242645306
164,complete,X1,0.2943166284253733
165,complete,X1,0.30164754111607295
166,complete,X1,0.2861429800682727
167,complete,X1,0.2844420587175205
168,complete,X1,0.2993799886800976
169,complete,X1,0.2960027495292212
170,complete,X1,0.30471041831446466
171,complete,X1,0.2673436366399142
172,complete,X1,0.31467676797908206
173,complete,X1,0.31496839341224936
174,complete,X1,0.3129280506390776
175,complete,X1,0.2959359486003117
176,complete,X1,0.3137111556707733
177,complete,X1,0.29250947599464105
178,complete,X1,0.3100324524356485
179,complete,X1,0.2977735245863917
180,complete,X1,0.2941780946341889
181,complete,X1,0.29433589112013786
182,complete,X1,0.3248982772001126
183,complete,X1,0.2928429795577671
184,complete,X1,0.2861302911896841
185,complete,X1,0.2903741036322426
186,complete,X1,0.29426323829605966
187,complete,X1,0.2964294404405322
188,complete,X1,0.2857509248648307
189,complete,X1,0.29526697521003475
190,complete,X1,0.27590690865987694
191,complete,X1,0.2964183973215756
192,complete,X1,0.29088626126515177
193,complete,X1,0.30997326865876956
194,complete,X1,0.2868200114482967
195,complete,X1,0.3030594831106975
196,complete,X1,0.28681317361205944
197,complete,X1,0.3023743252446746
198,complete,X1,0.3080538703626032
199,complete,X1,0.3068373262593094
200,complete,X1,0.3007994136352409
201,complete,X1,0.2611145133416491
202,complete,X1,0.2826658002332625
203,complete,X1,0.28529521036679206
204,complete,X1,0.30195533140007247
205,complete,X1,0.30963019355055915
206,complete,X1,0.29096393020225997
207,complete,X1,0.2835743957325704
208,complete,X1,0.30678971059953536
209,complete,X1,0.2812018995945712
210,complete,X1,0.3170268344767878
211,complete,X1,0.28693754673708066
212,complete,X1,0.2792138186914285
213,complete,X1,0.27974789343258855
214,complete,X1,0.3099130023070517
215,complete,X1,0.2941851300567291
216,complete,X1,0.3105372322123216
217,complete,X1,0.31270166705579583
218,complete,X1,0.30183303340985435
219,complete,X1,0.3131658147819613
220,complete,X1,0.2947146217459914
221,complete,X1,0.30501460014793325
222,complete,X1,0.2744412586563572
223,complete,X1,0.31319526597449365
224,complete,X1,0.2847028590039922
225,complete,X1,0.30724486388041217
226,complete,X1,0.28964311424318334
227,complete,X1,0.30542511718868803
228,complete,X1,0.27653306808412526
229,complete,X1,0.2871710906841051
230,complete,X1,0.2990220293019237
231,complete,X1,0.29590736463632344
232,complete,X1,0.3178524294724091
233,complete,X1,0.3036185153793372
234,complete,X1,0.29735510545495364
235,complete,X1,0.297480843209114
236,complete,X1,0.29512459851738915
